sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Agent 6;Agent 7;Agent 8;Agent 9;Agent 10;Agent 11;Agent 12;Agent 13;Agent 14;Agent 15;Utility 1;Utility 2;Utility 3;Utility 4;Utility 5;Utility 6;Utility 7;Utility 8;Utility 9;Utility 10;Utility 11;Utility 12;Utility 13;Utility 14;Utility 15;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Disc. Util. 5;Disc. Util. 6;Disc. Util. 7;Disc. Util. 8;Disc. Util. 9;Disc. Util. 10;Disc. Util. 11;Disc. Util. 12;Disc. Util. 13;Disc. Util. 14;Disc. Util. 15;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;Perceived. Util. 5;Perceived. Util. 6;Perceived. Util. 7;Perceived. Util. 8;Perceived. Util. 9;Perceived. Util. 10;Perceived. Util. 11;Perceived. Util. 12;Perceived. Util. 13;Perceived. Util. 14;Perceived. Util. 15;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Bother 5;User Bother 6;User Bother 7;User Bother 8;User Bother 9;User Bother 10;User Bother 11;User Bother 12;User Bother 13;User Bother 14;User Bother 15;User Util. 1;User Util. 2;User Util. 3;User Util. 4;User Util. 5;User Util. 6;User Util. 7;User Util. 8;User Util. 9;User Util. 10;User Util. 11;User Util. 12;User Util. 13;User Util. 14;User Util. 15;Profile 1;Profile 2;Profile 3;Profile 4;Profile 5;Profile 6;Profile 7;Profile 8;Profile 9;Profile 10;Profile 11;Profile 12;Profile 13;Profile 14;Profile 15
;2;Session genius.core.session.Session@46d26cb8 failed: Failed to execute protocol: Execution failed of Agent17@1113:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@df249e2 failed: Failed to execute protocol: Execution failed of Agent17@1125:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@38e82265 failed: Failed to execute protocol: Execution failed of Agent17@1142:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@78190872 failed: Failed to execute protocol: Execution failed of Agent17@1155:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@5b7652aa failed: Failed to execute protocol: Execution failed of Agent17@1172:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@6979bec1 failed: Failed to execute protocol: Execution failed of Agent17@1185:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@7e486351 failed: Failed to execute protocol: Execution failed of Agent17@1204:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@44dc62ae failed: Failed to execute protocol: Execution failed of Agent17@1215:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@16feb2b5 failed: Failed to execute protocol: Execution failed of Agent17@1234:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@34605a19 failed: Failed to execute protocol: Execution failed of Agent17@1245:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@75538688 failed: Failed to execute protocol: Execution failed of Agent17@1262:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@29f8c00a failed: Failed to execute protocol: Execution failed of Agent17@1275:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@43a459af failed: Failed to execute protocol: Execution failed of Agent17@1292:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
;2;Session genius.core.session.Session@6a5ff995 failed: Failed to execute protocol: Execution failed of Agent17@1305:java.lang.NullPointerException: null:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;Agent17;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;Agent17;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;party2_utility;party1_utility;party3_utility;party4_utility;party5_utility;party6_utility;party7_utility;party8_utility;party9_utility;party1_utility_u10;party1_utility_u20;party1_utility_u50;party2_utility_u10;party2_utility_u20;party2_utility_u50
